RGPs	cluster	spot_id
NZ_JARCUL010000011.1_RGP_0	cluster_3552	No spot
NZ_QKWF01000001.1_RGP_0	cluster_3552	No spot
NZ_JARVZV010000012.1_RGP_0	cluster_3552	No spot
NZ_CP076817.1_RGP_2	cluster_10273	spot_31
NZ_CP163382.1_RGP_8	cluster_14720	spot_0
NZ_JEWD01000034.1_RGP_0	cluster_13364	No spot
NZ_JARVZW010000001.1_RGP_9	cluster_6277	spot_19
NZ_JALJDH010000001.1_RGP_4	cluster_13365	No spot
NZ_CAKNBL010000078.1_RGP_0	cluster_3023	No spot
NZ_QFCB01000006.1_RGP_0	cluster_13366	spot_55
NZ_JBILZS010000005.1_RGP_0	cluster_13367	spot_61
NZ_QFCB01000047.1_RGP_0	cluster_115	No spot
NZ_CP085788.1_RGP_2	cluster_13952	spot_11
NZ_KN708475.1_RGP_0	cluster_13368	No spot
NZ_JAJDFW010000040.1_RGP_0	cluster_15108	No spot
NZ_JBJYGE010000036.1_RGP_0	cluster_6000	No spot
NZ_JASGYB010000087.1_RGP_0	cluster_13301	No spot
NZ_JABJRY010000019.1_RGP_0	cluster_13369	No spot
NZ_JBAITP010000024.1_RGP_1	cluster_13370	No spot
NZ_CP085790.1_RGP_0	cluster_897	No spot
NZ_JAUEMX010000013.1_RGP_0	cluster_13371	No spot
NZ_JBAITD010000001.1_RGP_0	cluster_7328	No spot
NZ_JBAITP010000045.1_RGP_0	cluster_10471	No spot
NZ_CP196000.1_RGP_0	cluster_13372	No spot
NZ_JAMKXB010000034.1_RGP_0	cluster_3399	No spot
NZ_JAUEON010000004.1_RGP_0	cluster_9142	No spot
NZ_OVCA01000026.1_RGP_0	cluster_931	No spot
NZ_LLGL01000266.1_RGP_1	cluster_13373	No spot
NZ_JBAITP010000025.1_RGP_0	cluster_5749	No spot
NZ_JBJOWU010000012.1_RGP_1	cluster_2914	spot_8
NZ_VNWR01000014.1_RGP_0	cluster_13374	No spot
NZ_JALJDH010000006.1_RGP_1	cluster_13375	No spot
NZ_JSDG01000029.1_RGP_0	cluster_7709	No spot
NZ_JARTYG010000022.1_RGP_0	cluster_13376	No spot
NZ_JAJDFW010000024.1_RGP_0	cluster_14779	No spot
NZ_VHFC01000002.1_RGP_0	cluster_5116	No spot
NZ_OVCA01000042.1_RGP_0	cluster_10480	No spot
NZ_JAHTLH010000026.1_RGP_0	cluster_2362	No spot
NZ_JBMFCH010000014.1_RGP_0	cluster_8756	No spot
NZ_JBAITD010000016.1_RGP_0	cluster_12352	No spot
NZ_CP023022.1_RGP_26	cluster_7637	spot_42
NZ_QFCA01000035.1_RGP_0	cluster_1166	No spot
NZ_MSOK01000042.1_RGP_0	cluster_5992	No spot
NZ_JBAITP010000005.1_RGP_0	cluster_13377	No spot
NZ_QFCB01000033.1_RGP_0	cluster_13378	spot_36
NZ_RFCY01000020.1_RGP_1	cluster_9994	No spot
NZ_LYNM01000194.1_RGP_0	cluster_13379	No spot
NZ_JAMKXB010000017.1_RGP_0	cluster_4217	No spot
NZ_JBLZGS010000006.1_RGP_2	cluster_2914	spot_8
NZ_CP096894.1_RGP_5	cluster_3177	spot_31
NZ_MSOK01000033.1_RGP_0	cluster_3941	spot_9
NZ_JAUEMX010000154.1_RGP_0	cluster_6147	No spot
NZ_JBMRJS010000044.1_RGP_0	cluster_9273	No spot
NZ_JBAIUQ010000043.1_RGP_0	cluster_13380	No spot
NZ_JARVZW010000006.1_RGP_2	cluster_14534	spot_14
NZ_OVCA01000004.1_RGP_1	cluster_4322	No spot
NZ_CP188288.1_RGP_0	cluster_421	No spot
NZ_JBAITP010000012.1_RGP_0	cluster_13381	No spot
NZ_JBJOWU010000009.1_RGP_0	cluster_845	No spot
NZ_JBILZS010000001.1_RGP_2	cluster_931	spot_31
NZ_JALJDH010000001.1_RGP_6	cluster_2914	spot_8
NZ_JANBMZ010000062.1_RGP_0	cluster_13382	No spot
NZ_JARTYG010000016.1_RGP_1	cluster_13383	spot_9
NZ_JALJDH010000001.1_RGP_1	cluster_13952	spot_11
NZ_JADIWM010000041.1_RGP_0	cluster_13384	No spot
NZ_JAHTLH010000021.1_RGP_0	cluster_13385	No spot
NZ_JFEZ01000038.1_RGP_0	cluster_1469	No spot
NZ_QFCA01000026.1_RGP_0	cluster_10140	No spot
NZ_QCXW01000011.1_RGP_0	cluster_13386	No spot
NZ_JALJDH010000003.1_RGP_0	cluster_5930	spot_32
NZ_OVCA01000056.1_RGP_0	cluster_13387	No spot
NZ_JARTYB010000125.1_RGP_0	cluster_7362	No spot
NZ_JADIWM010000033.1_RGP_0	cluster_13388	No spot
NZ_RFCY01000011.1_RGP_3	cluster_190	spot_45
NZ_LYNM01000183.1_RGP_0	cluster_13389	No spot
NZ_JAMKXB010000004.1_RGP_0	cluster_13390	No spot
NZ_JBLZGS010000003.1_RGP_0	cluster_13391	spot_33
NZ_JAUEMX010000078.1_RGP_0	cluster_11381	No spot
NZ_NGDB01000130.1_RGP_0	cluster_11381	No spot
NZ_JANBMZ010000118.1_RGP_0	cluster_13392	No spot
NZ_CP085788.1_RGP_0	cluster_13393	spot_327
NZ_JARCUL010000065.1_RGP_0	cluster_13394	No spot
NZ_JBAIUQ010000041.1_RGP_0	cluster_1686	No spot
NZ_LLDV01000066.1_RGP_0	cluster_3177	No spot
NZ_JARVZM010000013.1_RGP_0	cluster_15798	No spot
NZ_JADIWM010000023.1_RGP_0	cluster_13395	No spot
NZ_JANBMZ010000111.1_RGP_0	cluster_13396	No spot
NZ_WJOD01000044.1_RGP_0	cluster_1025	No spot
NZ_JALJDH010000001.1_RGP_3	cluster_931	spot_31
NZ_OVCA01000029.1_RGP_0	cluster_15149	No spot
NZ_MSOK01000019.1_RGP_0	cluster_13397	No spot
NZ_CP188287.1_RGP_2	cluster_931	spot_31
NZ_QXPJ01000088.1_RGP_0	cluster_7158	No spot
NZ_JAJDFW010000021.1_RGP_0	cluster_13398	No spot
NZ_JAUEMX010000252.1_RGP_0	cluster_13399	No spot
NZ_JADIWM010000014.1_RGP_0	cluster_13400	No spot
NZ_JANBMZ010000115.1_RGP_0	cluster_13401	No spot
NZ_JEYH01000006.1_RGP_3	cluster_13402	spot_56
NZ_JBAITD010000007.1_RGP_0	cluster_3871	spot_1
NZ_JBAIUH010000048.1_RGP_0	cluster_13403	No spot
NZ_JANBMZ010000114.1_RGP_0	cluster_13179	No spot
NZ_JAFHUW010000052.1_RGP_0	cluster_3300	No spot
NZ_CP195996.1_RGP_22	cluster_12847	spot_34
NZ_CP125223.1_RGP_1	cluster_7328	spot_7
NZ_LYNM01000225.1_RGP_0	cluster_13404	No spot
NZ_CP030106.1_RGP_4	cluster_13405	spot_55
NZ_JAMKXB010000001.1_RGP_0	cluster_115	spot_33
NZ_JARTYB010000032.1_RGP_0	cluster_13406	No spot
NZ_JBLKPZ010000006.1_RGP_0	cluster_13407	No spot
NZ_JALBWN010000001.1_RGP_0	cluster_9026	No spot
NZ_CP175804.1_RGP_10	cluster_14720	spot_0
NZ_LLHX01000152.1_RGP_0	cluster_13408	No spot
NZ_JAPQKB010000787.1_RGP_0	cluster_13409	No spot
NZ_CP134555.1_RGP_2	cluster_13410	spot_48
NZ_JARVZW010000004.1_RGP_0	cluster_1492	spot_32
NZ_JADIWM010000001.1_RGP_0	cluster_13952	No spot
NZ_JANBMZ010000081.1_RGP_0	cluster_13411	No spot
NZ_JBILZS010000007.1_RGP_0	cluster_10812	spot_14
NZ_LN997846.1_RGP_14	cluster_115	spot_33
NZ_JACDYI010000014.1_RGP_0	cluster_5749	No spot
NZ_JBFBVE010000015.1_RGP_0	cluster_13412	No spot
NZ_JAUEMX010000054.1_RGP_0	cluster_13413	No spot
NZ_JADIWM010000049.1_RGP_0	cluster_13414	No spot
NZ_JANBMZ010000059.1_RGP_0	cluster_13415	No spot
NZ_QXPJ01000083.1_RGP_0	cluster_13416	No spot
NZ_CP151697.1_RGP_2	cluster_1922	spot_19
NZ_CP151704.1_RGP_4	cluster_1922	spot_19
NZ_JAJDFW010000018.1_RGP_0	cluster_13417	No spot
NZ_JBJYGE010000068.1_RGP_0	cluster_13418	No spot
NZ_JASGYB010000085.1_RGP_0	cluster_13419	No spot
NZ_JAHKDI010000187.1_RGP_0	cluster_13420	No spot
NZ_OVCA01000043.1_RGP_0	cluster_13421	No spot
NZ_JARTYB010000119.1_RGP_0	cluster_3806	No spot
NZ_JAHTLH010000057.1_RGP_0	cluster_6075	No spot
NZ_CP023022.1_RGP_3	cluster_2121	spot_31
NZ_JFEZ01000031.1_RGP_0	cluster_10611	No spot
NZ_JARTYB010000118.1_RGP_0	cluster_5992	No spot
NZ_JAUEMX010000017.1_RGP_0	cluster_13422	No spot
NZ_JADIWM010000036.1_RGP_0	cluster_9861	No spot
NZ_JAXKQT010000008.1_RGP_0	cluster_13423	No spot
NZ_CP195996.1_RGP_15	cluster_13424	spot_24
NZ_CP125223.1_RGP_0	cluster_8757	spot_11
NZ_RFCY01000006.1_RGP_0	cluster_5631	spot_84
NZ_LYNM01000376.1_RGP_0	cluster_12336	No spot
NZ_JAMKXB010000082.1_RGP_0	cluster_12530	No spot
NZ_OVCA01000023.1_RGP_0	cluster_13425	No spot
NZ_JAUEMX010000202.1_RGP_0	cluster_3300	No spot
NZ_JADIWM010000012.1_RGP_1	cluster_2914	No spot
NZ_JANBMZ010000002.1_RGP_0	cluster_5427	spot_81
NZ_WJOD01000039.1_RGP_0	cluster_13426	No spot
NZ_JBAIUQ010000008.1_RGP_0	cluster_13427	No spot
NZ_LLHX01000075.1_RGP_0	cluster_13428	No spot
NZ_CP035043.1_RGP_11	cluster_3871	spot_1
NZ_CP076817.1_RGP_7	cluster_14720	spot_0
NZ_JBNOQJ010000020.1_RGP_0	cluster_13429	No spot
NZ_CP163382.1_RGP_5	cluster_13430	spot_17
NZ_JALJDH010000001.1_RGP_5	cluster_14720	spot_0
NZ_JAHZTA010000001.1_RGP_4	cluster_14720	spot_0
NZ_OVCA01000017.1_RGP_0	cluster_13431	No spot
NZ_JARTYB010000103.1_RGP_1	cluster_9276	No spot
NZ_CP188287.1_RGP_20	cluster_340	spot_9
NZ_JANBMZ010000029.1_RGP_0	cluster_13432	No spot
NZ_JAFHUW010000022.1_RGP_0	cluster_13433	No spot
NZ_JBJOWU010000036.1_RGP_0	cluster_13434	No spot
NZ_CP033768.1_RGP_23	cluster_8637	spot_14
NZ_JALJDH010000001.1_RGP_2	cluster_13435	spot_48
NZ_MSOK01000007.1_RGP_0	cluster_6301	No spot
NZ_JARTYB010000102.1_RGP_0	cluster_10471	spot_32
NZ_QXPJ01000074.1_RGP_0	cluster_750	No spot
NZ_KN708477.1_RGP_0	cluster_13436	No spot
NZ_VHFC01000042.1_RGP_0	cluster_10234	No spot
NZ_JAHKDI010000159.1_RGP_0	cluster_532	No spot
NZ_JALJDH010000001.1_RGP_0	cluster_7328	spot_7
NZ_JARTYB010000101.1_RGP_0	cluster_1926	No spot
NZ_CP188287.1_RGP_4	cluster_13437	spot_67
NZ_JEYH01000002.1_RGP_0	cluster_11156	No spot
NZ_JFEZ01000021.1_RGP_0	cluster_1283	No spot
NZ_JBAITD010000036.1_RGP_0	cluster_2363	No spot
NZ_JAYMFR010000313.1_RGP_0	cluster_15164	No spot
NZ_MSOK01000054.1_RGP_0	cluster_3552	No spot
NZ_JARTYB010000094.1_RGP_0	cluster_2396	No spot
NZ_JADIWM010000003.1_RGP_0	cluster_13438	No spot
NZ_CP195996.1_RGP_7	cluster_13439	spot_392
NZ_LYNM01000350.1_RGP_0	cluster_13440	No spot
NZ_JAMKXB010000077.1_RGP_0	cluster_3023	No spot
NZ_JADIWM010000047.1_RGP_0	cluster_13441	No spot
NZ_JANBMZ010000009.1_RGP_0	cluster_3552	No spot
NZ_JBAIUQ010000129.1_RGP_0	cluster_8708	No spot
NZ_JBDGFC010000040.1_RGP_0	cluster_1686	No spot
NZ_CP035043.1_RGP_3	cluster_13442	spot_192
NZ_JAPQKB010000277.1_RGP_0	cluster_13443	No spot
NZ_JARTYB010000045.1_RGP_0	cluster_13444	No spot
NZ_JAUEMX010000195.1_RGP_0	cluster_4908	No spot
NZ_JANBMZ010000075.1_RGP_0	cluster_12336	No spot
NZ_JABTWN010000074.1_RGP_0	cluster_14179	No spot
NZ_JBJOWU010000032.1_RGP_0	cluster_13445	No spot
NZ_JARTYB010000031.1_RGP_0	cluster_13446	No spot
NZ_JADIWM010000045.1_RGP_0	cluster_13447	No spot
NZ_JANBMZ010000070.1_RGP_0	cluster_13448	No spot
NZ_JAXMQN010000018.1_RGP_0	cluster_13449	No spot
NZ_JSDG01000034.1_RGP_0	cluster_13450	No spot
NZ_JAJDFW010000058.1_RGP_0	cluster_13451	No spot
NZ_VHFC01000033.1_RGP_0	cluster_13452	No spot
NZ_JBJYGE010000018.1_RGP_0	cluster_13453	No spot
NZ_JASGYB010000076.1_RGP_0	cluster_13454	No spot
NZ_OVCA01000031.1_RGP_0	cluster_13455	No spot
NZ_WJNS01000047.1_RGP_0	cluster_2041	No spot
NZ_JAUEMX010000044.1_RGP_0	cluster_13456	No spot
NZ_JAHTLH010000039.1_RGP_0	cluster_13457	No spot
NZ_JFEZ01000079.1_RGP_0	cluster_13458	No spot
NZ_QFCA01000014.1_RGP_1	cluster_1025	No spot
NZ_JBFBVE010000009.1_RGP_0	cluster_13459	spot_2
NZ_JBMFCH010000008.1_RGP_0	cluster_13459	spot_2
NZ_RDOH01000006.1_RGP_0	cluster_13459	spot_2
NZ_CP188287.1_RGP_1	cluster_13362	spot_7
NZ_JADIWM010000026.1_RGP_0	cluster_4182	No spot
NZ_JAUEMX010000113.1_RGP_0	cluster_13460	No spot
NZ_JABTWN010000020.1_RGP_0	cluster_5886	No spot
NZ_JAXKQT010000004.1_RGP_0	cluster_13362	No spot
NZ_JBMBVE010000007.1_RGP_0	cluster_13461	spot_1
NZ_JAMKXB010000064.1_RGP_0	cluster_13462	No spot
NZ_JALJDH010000002.1_RGP_0	cluster_115	spot_33
NZ_JANBMZ010000046.1_RGP_0	cluster_13463	spot_57
NZ_JBLKPZ010000004.1_RGP_0	cluster_12748	spot_17
NZ_JARCUL010000002.1_RGP_0	cluster_13464	spot_63
NZ_JARVZK010000001.1_RGP_2	cluster_2914	No spot
NZ_CP038258.1_RGP_11	cluster_2914	spot_8
NZ_JBFBVE010000003.1_RGP_0	cluster_2821	No spot
NZ_JAUEMX010000072.1_RGP_0	cluster_11436	No spot
NZ_JARVZW010000001.1_RGP_2	cluster_13465	spot_31
NZ_JBILZS010000011.1_RGP_0	cluster_897	No spot
NZ_CP038258.1_RGP_3	cluster_13466	spot_17
NZ_JBFBVE010000008.1_RGP_0	cluster_10232	spot_31
NZ_MSOK01000039.1_RGP_0	cluster_15108	No spot
NZ_JARTYB010000046.1_RGP_0	cluster_3300	No spot
NZ_JADIWM010000003.1_RGP_3	cluster_13467	No spot
NZ_JSDG01000098.1_RGP_0	cluster_11042	No spot
NZ_JAJDFW010000036.1_RGP_0	cluster_11932	No spot
NZ_AMTB01000006.1_RGP_0	cluster_1918	spot_0
NZ_CP038261.1_RGP_0	cluster_1946	No spot
NZ_JARTYB010000023.1_RGP_0	cluster_13468	spot_98
NZ_JAUEMX010000034.1_RGP_0	cluster_115	spot_33
NZ_JANBMZ010000089.1_RGP_0	cluster_13041	No spot
NZ_JFEZ01000077.1_RGP_0	cluster_4945	No spot
NZ_JAYMFR010000022.1_RGP_0	cluster_14723	No spot
NZ_RQND01000101.1_RGP_0	cluster_13469	spot_2
NZ_OVCA01000004.1_RGP_0	cluster_13470	No spot
NZ_MSOK01000024.1_RGP_0	cluster_1166	No spot
NZ_CP188287.1_RGP_6	cluster_5433	spot_84
NZ_JAMKXB010000036.1_RGP_0	cluster_13471	No spot
NZ_OVCA01000036.1_RGP_0	cluster_14815	No spot
NZ_JARTYB010000083.1_RGP_0	cluster_532	No spot
NZ_JAUEMX010000016.1_RGP_0	cluster_13472	No spot
NZ_JBAIUQ010000071.1_RGP_0	cluster_9273	No spot
NZ_JALBWN010000122.1_RGP_0	cluster_13144	No spot
NZ_CP163382.1_RGP_18	cluster_76	spot_27
NZ_JARVZM010000002.1_RGP_1	cluster_770	spot_9
NZ_JBLVVB010000003.1_RGP_0	cluster_770	spot_9
NZ_CP038258.1_RGP_28	cluster_7594	spot_35
NZ_RQND01000002.1_RGP_2	cluster_9154	spot_14
NZ_AMGG01000078.1_RGP_0	cluster_13473	No spot
NZ_CP134555.1_RGP_7	cluster_3333	spot_3
NZ_CAKNBL010000040.1_RGP_0	cluster_13474	No spot
NZ_CP038258.1_RGP_16	cluster_6277	spot_19
NZ_AMGG01000074.1_RGP_0	cluster_2955	No spot
NZ_JAUEMX010000112.1_RGP_0	cluster_13475	No spot
NZ_JAZGUW010000007.1_RGP_1	cluster_13475	No spot
NZ_QXPJ01000145.1_RGP_0	cluster_11514	spot_19
NZ_JARTYG010000052.1_RGP_0	cluster_13476	No spot
NZ_JBJYGE010000042.1_RGP_0	cluster_1949	No spot
NZ_UFMF01000001.1_RGP_2	cluster_13477	spot_226
NZ_CP038258.1_RGP_8	cluster_13478	spot_47
NZ_JBFBVE010000005.1_RGP_0	cluster_7328	spot_7
NZ_RDOH01000002.1_RGP_0	cluster_7328	spot_7
NZ_UFOA01000001.1_RGP_0	cluster_7328	spot_7
NZ_CP023022.1_RGP_16	cluster_4964	spot_20
NZ_JAYMFR010000160.1_RGP_0	cluster_14617	No spot
NZ_CP038258.1_RGP_36	cluster_13479	spot_233
NZ_RQND01000068.1_RGP_1	cluster_13864	No spot
NZ_CP121557.1_RGP_6	cluster_12106	spot_9
NZ_AMGG01000053.1_RGP_1	cluster_737	No spot
NZ_JARTYB010000035.1_RGP_0	cluster_13480	No spot
NZ_JAUEMX010000093.1_RGP_0	cluster_10480	No spot
NZ_JBPEKV010000068.1_RGP_0	cluster_13481	No spot
NZ_LYNM01000297.1_RGP_0	cluster_5188	No spot
NZ_JAMKXB010000025.1_RGP_0	cluster_13482	No spot
NZ_RQND01000001.1_RGP_0	cluster_1918	No spot
NZ_JARTYB010000020.1_RGP_0	cluster_13483	No spot
NZ_JAUEON010000050.1_RGP_0	cluster_9989	No spot
NZ_WJOD01000018.1_RGP_0	cluster_13484	No spot
NZ_JALBWN010000110.1_RGP_0	cluster_6891	No spot
NZ_JBAIUQ010000045.1_RGP_0	cluster_13485	No spot
NZ_CP076817.1_RGP_20	cluster_12472	spot_2
NZ_CP179872.1_RGP_23	cluster_12472	spot_2
NZ_JAPQKB010000325.1_RGP_0	cluster_13486	No spot
NZ_CP163382.1_RGP_10	cluster_13487	spot_26
NZ_JARVZM010000001.1_RGP_7	cluster_4342	spot_1
NZ_CP038258.1_RGP_21	cluster_7337	spot_38
NZ_RQND01000012.1_RGP_0	cluster_931	spot_31
NZ_AMGG01000023.1_RGP_0	cluster_13488	No spot
NZ_JANBMZ010000003.1_RGP_0	cluster_13489	No spot
NZ_AMGG01000007.1_RGP_0	cluster_14	No spot
NZ_JANBMZ010000039.1_RGP_0	cluster_1686	No spot
NZ_KN708489.1_RGP_0	cluster_13490	spot_1
NZ_JAJDFW010000027.1_RGP_0	cluster_13491	No spot
NZ_UFMF01000001.1_RGP_1	cluster_12607	spot_7
NZ_CP038258.1_RGP_5	cluster_14720	spot_0
NZ_RQND01000079.1_RGP_0	cluster_13492	No spot
NZ_AMGG01000075.1_RGP_0	cluster_13493	No spot
NZ_JADIWM010000042.1_RGP_0	cluster_13494	No spot
NZ_JANBMZ010000015.1_RGP_0	cluster_7421	No spot
NZ_JEYH01000005.1_RGP_0	cluster_8070	No spot
NZ_CP038260.1_RGP_0	cluster_4963	No spot
NZ_CP121557.1_RGP_3	cluster_3552	spot_7
NZ_AMGG01000070.1_RGP_0	cluster_13495	No spot
NZ_JADIWM010000031.1_RGP_0	cluster_6487	No spot
NZ_JANBMZ010000124.1_RGP_0	cluster_13496	No spot
NZ_RFCY01000011.1_RGP_0	cluster_1949	No spot
NZ_JBMBVE010000002.1_RGP_1	cluster_6234	spot_9
NZ_CP121557.1_RGP_31	cluster_518	spot_42
NZ_WUBY01000016.1_RGP_1	cluster_518	spot_42
NZ_JARTYB010000126.1_RGP_1	cluster_10284	No spot
NZ_CP188287.1_RGP_8	cluster_468	spot_24
NZ_JADIWM010000028.1_RGP_0	cluster_13497	No spot
NZ_JANBMZ010000106.1_RGP_0	cluster_1926	No spot
NZ_JBAIUQ010000034.1_RGP_0	cluster_13498	No spot
NZ_JARCUL010000067.1_RGP_0	cluster_3475	No spot
NZ_VHFU01000005.1_RGP_0	cluster_13952	No spot
NZ_CP035043.1_RGP_8	cluster_11159	spot_2
NZ_CP163382.1_RGP_2	cluster_931	spot_31
NZ_JARVZM010000001.1_RGP_2	cluster_14982	spot_57
NZ_AMGG01000048.1_RGP_0	cluster_13499	No spot
NZ_JARTYB010000114.1_RGP_0	cluster_1686	No spot
NZ_CP188287.1_RGP_0	cluster_13952	spot_11
NZ_JAUEMX010000129.1_RGP_0	cluster_13500	No spot
NZ_JADIWM010000022.1_RGP_0	cluster_11932	No spot
NZ_JANBMZ010000103.1_RGP_0	cluster_13501	No spot
NZ_JBJOWU010000008.1_RGP_2	cluster_13502	No spot
NZ_CAKNBL010000069.1_RGP_0	cluster_9191	No spot
NZ_JBILZS010000004.1_RGP_0	cluster_7594	spot_35
NZ_JARTXR010000012.1_RGP_0	cluster_7328	spot_7
NZ_RQND01000043.1_RGP_0	cluster_3293	No spot
NZ_JBFBVE010000013.1_RGP_0	cluster_8756	No spot
NZ_AMGG01000028.1_RGP_0	cluster_6234	No spot
NZ_JARTYB010000086.1_RGP_0	cluster_11172	No spot
NZ_QKVG01000078.1_RGP_0	cluster_2396	No spot
NZ_NGEL01000187.1_RGP_0	cluster_13503	No spot
NZ_CP038258.1_RGP_10	cluster_5503	spot_88
NZ_RQND01000041.1_RGP_0	cluster_14706	No spot
NZ_JAAGST010000062.1_RGP_0	cluster_14706	No spot
NZ_CP121557.1_RGP_8	cluster_11159	spot_2
NZ_JARTYB010000039.1_RGP_0	cluster_13504	No spot
NZ_JBMFCH010000010.1_RGP_2	cluster_9154	spot_14
NZ_CP038258.1_RGP_2	cluster_13505	spot_48
NZ_RQND01000038.1_RGP_0	cluster_13506	No spot
NZ_JARTYB010000026.1_RGP_0	cluster_2528	No spot
NZ_QKVG01000065.1_RGP_0	cluster_13507	No spot
NZ_CP142667.1_RGP_11	cluster_9994	spot_32
NZ_AMGG01000020.1_RGP_0	cluster_13508	No spot
NZ_JARTYB010000127.1_RGP_0	cluster_13509	No spot
NZ_QKVG01000051.1_RGP_0	cluster_4339	No spot
NZ_CP142667.1_RGP_3	cluster_13510	spot_67
NZ_JAUEON010000038.1_RGP_0	cluster_14815	No spot
NZ_JALBWN010000088.1_RGP_0	cluster_12106	No spot
NZ_JADVOJ010000010.1_RGP_0	cluster_931	spot_31
NZ_JBDNEL010000010.1_RGP_0	cluster_13511	No spot
NZ_CP076817.1_RGP_4	cluster_9489	spot_67
NZ_JBDGFC010000003.1_RGP_0	cluster_9142	No spot
NZ_JAPQKB010000173.1_RGP_0	cluster_10127	No spot
NZ_JARTYB010000104.1_RGP_0	cluster_13512	No spot
NZ_RQND01000090.1_RGP_0	cluster_7328	No spot
NZ_CP121557.1_RGP_13	cluster_84	spot_47
NZ_JAFEKL010000004.1_RGP_0	cluster_13513	No spot
NZ_JAXOSB010000006.1_RGP_0	cluster_13514	spot_31
NZ_AMGG01000010.1_RGP_1	cluster_2005	No spot
NZ_QKVG01000035.1_RGP_0	cluster_13515	No spot
NZ_JABTWN010000018.1_RGP_0	cluster_12106	No spot
NZ_BASB01000021.1_RGP_0	cluster_12106	spot_9
NZ_CAKNBL010000045.1_RGP_0	cluster_14815	No spot
NZ_RQND01000037.1_RGP_2	cluster_13041	spot_26
NZ_JARTYB010000098.1_RGP_0	cluster_13516	No spot
NZ_QKVG01000027.1_RGP_0	cluster_1686	No spot
NZ_JADAIY010000144.1_RGP_0	cluster_13517	No spot
NZ_CP121558.1_RGP_0	cluster_7623	No spot
NZ_JBJLWA010000056.1_RGP_0	cluster_11552	No spot
NZ_JBAITD010000009.1_RGP_0	cluster_14	spot_3
NZ_CP038258.1_RGP_7	cluster_35	spot_31
NZ_JAXOSB010000012.1_RGP_0	cluster_10415	No spot
NZ_AMGG01000071.1_RGP_0	cluster_13518	No spot
NZ_JABTWN010000063.1_RGP_0	cluster_9409	No spot
NZ_CP142667.1_RGP_28	cluster_7594	spot_35
NZ_JBAIUH010000090.1_RGP_0	cluster_4548	No spot
NZ_JAAGTO010000004.1_RGP_2	cluster_13519	spot_30
NZ_LYNM01000465.1_RGP_0	cluster_13520	No spot
NZ_JAUEON010000031.1_RGP_0	cluster_11932	No spot
NZ_JARCUL010000063.1_RGP_0	cluster_13521	No spot
NZ_VHFU01000049.1_RGP_0	cluster_737	No spot
NZ_AMFW01000032.1_RGP_0	cluster_13522	No spot
NZ_CP076817.1_RGP_0	cluster_7328	spot_7
NZ_CP038258.1_RGP_27	cluster_2816	spot_28
NZ_JABTWN010000049.1_RGP_0	cluster_1469	No spot
NZ_CP142667.1_RGP_8	cluster_12106	spot_9
NZ_CP134555.1_RGP_4	cluster_2000	spot_17
NZ_CAKNBL010000044.1_RGP_0	cluster_11653	No spot
NZ_LN997846.1_RGP_0	cluster_7704	spot_11
NZ_CP038258.1_RGP_20	cluster_12847	spot_34
NZ_RQND01000036.1_RGP_0	cluster_13523	No spot
NZ_AMGG01000053.1_RGP_0	cluster_7731	spot_57
NZ_QKVG01000041.1_RGP_0	cluster_13524	No spot
NZ_CP142667.1_RGP_0	cluster_13952	spot_11
NZ_NGEL01000129.1_RGP_0	cluster_13525	No spot
NZ_JAJDFW010000010.1_RGP_0	cluster_13526	No spot
NZ_VHFC01000050.1_RGP_1	cluster_5749	No spot
NZ_CP038258.1_RGP_12	cluster_13041	spot_26
NZ_CP121557.1_RGP_2	cluster_14516	spot_17
NZ_JARTYB010000052.1_RGP_0	cluster_4108	No spot
NZ_QKVG01000095.1_RGP_0	cluster_13527	No spot
NZ_JEYH01000001.1_RGP_2	cluster_532	No spot
NZ_CP038258.1_RGP_4	cluster_13528	spot_11
NZ_JAXOSB010000002.1_RGP_0	cluster_13529	spot_33
NZ_CP121557.1_RGP_0	cluster_8757	spot_11
NZ_AMGG01000031.1_RGP_0	cluster_13530	No spot
NZ_JBAIUH010000077.1_RGP_0	cluster_13531	No spot
NZ_JBMBVE010000006.1_RGP_2	cluster_13532	No spot
NZ_LYNM01000427.1_RGP_0	cluster_13533	No spot
NZ_JARTYB010000022.1_RGP_0	cluster_9191	No spot
NZ_QKVG01000062.1_RGP_0	cluster_14025	No spot
NZ_JAPHIB010000070.1_RGP_0	cluster_14025	No spot
NZ_JABJRZ010000042.1_RGP_0	cluster_14025	No spot
NZ_VHFU01000043.1_RGP_0	cluster_13534	No spot
NZ_JADVOJ010000009.1_RGP_0	cluster_13535	spot_14
NZ_JBDNEL010000004.1_RGP_0	cluster_931	spot_31
NZ_AMGG01000015.1_RGP_0	cluster_11932	No spot
NZ_AMFL01000016.1_RGP_0	cluster_11932	No spot
NZ_QKVG01000060.1_RGP_0	cluster_13536	No spot
NZ_CP163382.1_RGP_22	cluster_13537	spot_18
NZ_CP134557.1_RGP_0	cluster_9156	No spot
NZ_CAKNBL010000043.1_RGP_0	cluster_2094	No spot
NZ_VNWR01000015.1_RGP_0	cluster_13538	No spot
NZ_NGEL01000196.1_RGP_0	cluster_14234	spot_663
NZ_JARTYG010000001.1_RGP_0	cluster_10522	No spot
NZ_JAJDFW010000064.1_RGP_1	cluster_1787	No spot
NZ_RQND01000037.1_RGP_0	cluster_13952	spot_11
